"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Harrison Bryant (CLE)","4","5","56","14.0","35","0","2","0","0","0","0","1","19.6","19.6","0.8%"
"2","Rob Gronkowski (FA)","5","8","62","12.4","26","0","1","0","0","0","0","1","14.7","14.7","57.1%"
"3","T.J. Hockenson (DET)","5","6","59","11.8","16","0","1","0","0","0","0","1","14.4","14.4","95.7%"
"4","Darren Waller (LV)","6","9","50","8.3","14","0","1","0","0","0","0","1","14.0","14.0","99.0%"
"5","Logan Thomas (WAS)","4","4","60","15.0","26","0","1","0","0","0","0","1","14.0","14.0","35.9%"
"6","Richard Rodgers (PHI)","6","8","85","14.2","30","0","0","0","0","0","0","1","11.5","11.5","0.0%"
"7","Gerald Everett (LAC)","4","5","28","7.0","16","0","1","0","0","0","0","1","10.8","10.8","21.0%"
"8","Jared Cook (FA)","3","4","32","10.7","22","0","1","0","0","0","0","1","10.7","10.7","1.3%"
"9","Hayden Hurst (CIN)","6","7","68","11.3","17","0","0","0","0","0","0","1","9.8","9.8","11.2%"
"10","Albert Okwuegbunam (DEN)","7","7","60","8.6","17","0","0","0","0","0","0","1","9.5","9.5","46.6%"
"11","Virgil Green (FA)","1","2","26","26.0","26","0","1","0","0","0","0","1","9.1","9.1","0.0%"
"12","David Njoku (CLE)","2","3","20","10.0","16","0","1","0","0","0","0","1","9.0","9.0","51.4%"
"13","Donald Parham Jr. (LAC)","1","1","22","22.0","22","0","1","0","0","0","0","1","8.7","8.7","1.3%"
"14","Tyler Kroft (SF)","4","4","64","16.0","38","0","0","0","0","0","0","1","8.4","8.4","0.1%"
"15","George Kittle (SF)","5","7","55","11.0","15","0","0","0","0","0","0","1","8.0","8.0","99.1%"
"16","Eric Ebron (FA)","6","8","50","8.3","22","0","0","0","0","0","0","1","8.0","8.0","0.6%"
"17","Evan Engram (JAC)","6","9","46","7.7","17","0","0","2","3","0","0","1","7.9","7.9","18.0%"
"18","Drew Sample (CIN)","5","6","52","10.4","16","0","0","0","0","0","0","1","7.7","7.7","0.2%"
"19","Jace Sternberger (PIT)","1","1","3","3.0","3","0","1","0","0","0","0","1","6.8","6.8","0.1%"
"20","Dan Arnold (JAC)","2","3","57","28.5","41","0","0","0","0","0","0","1","6.7","6.7","1.4%"
"21","Johnny Mundt (MIN)","3","3","48","16.0","34","0","0","0","0","0","0","1","6.3","6.3","0.1%"
"22","Jimmy Graham (FA)","5","6","31","6.2","14","0","0","0","0","0","0","1","5.6","5.6","0.6%"
"23","Cole Kmet (CHI)","2","2","45","22.5","38","0","0","0","0","0","0","1","5.5","5.5","54.4%"
"24","Noah Fant (SEA)","3","7","38","12.7","24","0","0","0","0","0","0","1","5.3","5.3","74.4%"
"25","Will Dissly (SEA)","2","4","38","19.0","28","0","0","0","0","0","0","1","4.8","4.8","0.3%"
"26","James O'Shaughnessy (CHI)","3","3","32","10.7","22","0","0","0","0","0","0","1","4.7","4.7","0.2%"
"27","Travis Kelce (KC)","3","3","31","10.3","17","0","0","0","0","0","0","1","4.6","4.6","99.9%"
"28","Robert Tonyan (GB)","2","2","32","16.0","31","0","0","0","0","0","0","1","4.2","4.2","33.9%"
"29","Hunter Henry (NE)","3","7","23","7.7","11","0","0","0","0","0","0","1","3.8","3.8","82.1%"
"30","Jacob Hollister (LV)","3","3","22","7.3","17","0","0","0","0","0","0","1","3.7","3.7","0.1%"
"31","Nick Vannett (NO)","2","3","25","12.5","19","0","0","0","0","0","0","1","3.5","3.5","0.1%"
"32","Dalton Schultz (DAL)","2","4","22","11.0","14","0","0","0","0","0","0","1","3.2","3.2","96.5%"
"33","Greg Olsen (FA)","2","3","18","9.0","13","0","0","0","0","0","0","1","2.8","2.8","7.0%"
"34","Nick Keizer (FA)","2","2","36","18.0","22","0","0","0","0","0","1","1","2.6","2.6","0.0%"
"35","Demetrius Harris (FA)","2","3","15","7.5","9","0","0","0","0","0","0","1","2.5","2.5","0.0%"
"36","Vance McDonald (FA)","2","2","14","7.0","9","0","0","0","0","0","0","1","2.4","2.4","0.0%"
"37","Ben Ellefson (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","2.0","2.0","0.1%"
"38","Tanner Hudson (SF)","1","1","12","12.0","12","0","0","0","0","0","0","1","1.7","1.7","0.0%"
"39","Anthony Firkser (ATL)","2","2","7","3.5","4","0","0","0","0","0","0","1","1.7","1.7","0.6%"
"40","Ian Thomas (CAR)","1","1","11","11.0","11","0","0","0","0","0","0","1","1.6","1.6","0.2%"
"41","Marcedes Lewis (GB)","1","3","9","9.0","9","0","0","0","0","0","0","1","1.4","1.4","0.1%"
"42","Jonnu Smith (NE)","1","4","9","9.0","9","0","0","0","0","0","0","1","1.4","1.4","2.7%"
"43","Ryan Izzo (FA)","1","1","8","8.0","8","0","0","0","0","0","0","1","1.3","1.3","0.0%"
"44","Dalton Keene (NE)","1","1","8","8.0","8","0","0","0","0","0","0","1","1.3","1.3","0.0%"
"45","Cameron Brate (TB)","1","1","8","8.0","8","0","0","0","0","0","0","1","1.3","1.3","6.1%"
"46","Jason Witten (FA)","1","1","6","6.0","6","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"47","Jeremy Sprinkle (DAL)","1","1","6","6.0","6","0","0","0","0","0","0","1","1.1","1.1","0.1%"
"48","Isaac Nauta (FA)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"49","Josh Hill (FA)","1","1","0","0.0","0","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"50","Nick Bowers (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"51","Jake Bargas (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"52","Kyle Pitts (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.8%"
"53","Pat Freiermuth (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90.0%"
"54","Brevin Jordan (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.8%"
"55","Eli Wolf (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"56","Tyler Mabry (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"57","Noah Gray (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"58","Juwan Johnson (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"59","Thaddeus Moss (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"60","Kyle Markway (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"61","Stephen Sullivan (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"62","Charlie Taumoepeau (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"63","Charlie Woerner (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"64","Noah Togiai (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"65","Lawrence Cager (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"66","Sean McKeon (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"67","Giovanni Ricci (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"68","Tyler Davis (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"69","Reggie Gilliam (BUF)","1","1","15","15.0","15","0","0","0","0","0","0","1","0.0","0.0","0.0%"
