"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Rob Gronkowski (FA)","2","3","51","25.5","44","0","1","0","0","0","0","1","12.1","12.1","57.1%"
"2","Hunter Henry (NE)","4","6","30","7.5","17","0","1","0","0","0","0","1","11.0","11.0","82.1%"
"3","Cameron Brate (TB)","3","3","31","10.3","19","0","1","0","0","0","0","1","10.6","10.6","6.1%"
"4","Mark Andrews (BAL)","7","9","61","8.7","13","0","0","0","0","0","0","1","9.6","9.6","99.9%"
"5","Pharaoh Brown (HOU)","2","2","21","10.5","16","0","1","0","0","0","0","1","9.1","9.1","0.1%"
"6","Jordan Reed (FA)","5","6","62","12.4","26","0","0","0","0","0","0","1","8.7","8.7","19.0%"
"7","Logan Thomas (WAS)","4","5","66","16.5","27","0","0","0","0","0","0","1","8.6","8.6","35.9%"
"8","Jonnu Smith (NE)","2","6","14","7.0","8","0","0","1","1","1","0","1","8.5","8.5","2.7%"
"9","Richard Rodgers (PHI)","4","5","60","15.0","22","0","0","0","0","0","0","1","8.0","8.0","0.0%"
"10","Durham Smythe (MIA)","2","2","9","4.5","7","0","1","0","0","0","0","1","7.9","7.9","0.1%"
"11","Tyler Higbee (LAR)","3","6","60","20.0","39","0","0","0","0","0","0","1","7.5","7.5","41.2%"
"12","Colin Thompson (CAR)","1","1","7","7.0","7","0","1","0","0","0","0","1","7.2","7.2","0.0%"
"13","Kyle Rudolph (FA)","4","5","63","15.8","22","0","0","0","0","0","1","1","6.3","6.3","0.1%"
"14","Dan Arnold (JAC)","4","4","34","8.5","11","0","0","0","0","0","0","1","5.4","5.4","1.4%"
"15","Dallas Goedert (PHI)","4","6","33","8.3","12","0","0","0","0","0","0","1","5.3","5.3","94.3%"
"16","Darren Waller (LV)","3","5","37","12.3","24","0","0","0","0","0","0","1","5.2","5.2","99.0%"
"17","Mike Gesicki (MIA)","2","5","40","20.0","23","0","0","0","0","0","0","1","5.0","5.0","89.7%"
"18","Robert Tonyan (GB)","3","4","33","11.0","23","0","0","0","0","0","0","1","4.8","4.8","33.9%"
"19","Eric Ebron (FA)","2","6","38","19.0","24","0","0","0","0","0","0","1","4.8","4.8","0.6%"
"20","Greg Olsen (FA)","2","4","33","16.5","22","0","0","0","0","0","0","1","4.3","4.3","7.0%"
"21","Trey Burton (FA)","3","3","24","8.0","14","0","0","0","0","0","0","1","3.9","3.9","0.0%"
"22","Gerald Everett (LAC)","2","3","27","13.5","16","0","0","0","0","0","0","1","3.7","3.7","21.0%"
"23","Mo Alie-Cox (IND)","3","4","19","6.3","11","0","0","0","0","0","0","1","3.4","3.4","3.4%"
"24","Noah Fant (SEA)","3","7","18","6.0","9","0","0","0","0","0","0","1","3.3","3.3","74.4%"
"25","Ross Dwelley (SF)","1","2","22","22.0","22","0","0","0","0","0","0","1","2.7","2.7","0.1%"
"26","Dawson Knox (BUF)","2","4","16","8.0","10","0","0","0","0","0","0","1","2.6","2.6","90.3%"
"27","Evan Engram (JAC)","2","3","15","7.5","11","0","0","0","0","0","0","1","2.5","2.5","18.0%"
"28","Tyler Eifert (FA)","2","4","15","7.5","8","0","0","0","0","0","0","1","2.5","2.5","0.0%"
"29","Ryan Izzo (FA)","1","1","20","20.0","20","0","0","0","0","0","0","1","2.5","2.5","0.0%"
"30","Adam Shaheen (MIA)","1","1","19","19.0","19","0","0","0","0","0","0","1","2.4","2.4","0.0%"
