"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Travis Kelce (KC)","8","12","109","13.6","25","0","1","0","0","0","0","1","20.9","20.9","99.9%"
"2","Jared Cook (FA)","5","7","51","10.2","16","0","1","0","0","0","0","1","13.6","13.6","1.3%"
"3","Eric Ebron (FA)","4","5","48","12.0","18","0","1","0","0","0","0","1","12.8","12.8","0.6%"
"4","Rob Gronkowski (FA)","4","4","41","10.3","18","0","1","0","0","0","0","1","12.1","12.1","57.1%"
"5","Robert Tonyan (GB)","5","7","79","15.8","45","0","0","0","0","0","0","1","10.4","10.4","33.9%"
"6","T.J. Hockenson (DET)","7","10","65","9.3","15","0","0","0","0","0","0","1","10.0","10.0","95.7%"
"7","Evan Engram (JAC)","5","10","61","12.2","30","0","0","1","9","0","0","1","9.5","9.5","18.0%"
"8","Jack Doyle (FA)","2","3","18","9.0","11","0","1","0","0","0","0","1","8.8","8.8","1.1%"
"9","Trey Burton (FA)","3","4","9","3.0","8","0","0","1","2","1","0","1","8.6","8.6","0.0%"
"10","Dalton Schultz (DAL)","6","8","53","8.8","15","0","0","0","0","0","0","1","8.3","8.3","96.5%"
"11","Noah Fant (SEA)","7","9","47","6.7","12","0","0","0","0","0","0","1","8.2","8.2","74.4%"
"12","Ross Dwelley (SF)","1","4","16","16.0","16","0","1","0","0","0","0","1","8.1","8.1","0.1%"
"13","Hayden Hurst (CIN)","5","7","54","10.8","18","0","0","0","0","0","0","1","7.9","7.9","11.2%"
"14","Albert Okwuegbunam (DEN)","1","1","9","9.0","9","0","1","0","0","0","0","1","7.4","7.4","46.6%"
"15","Jace Sternberger (PIT)","3","4","46","15.3","27","0","0","0","0","0","0","1","6.1","6.1","0.1%"
"16","Gerald Everett (LAC)","5","9","32","6.4","11","0","0","0","0","0","0","1","5.7","5.7","21.0%"
"17","Hunter Henry (NE)","4","4","33","8.3","13","0","0","0","0","0","0","1","5.3","5.3","82.1%"
"18","Mo Alie-Cox (IND)","3","4","37","12.3","15","0","0","0","0","0","0","1","5.2","5.2","3.4%"
"19","Darren Waller (LV)","5","6","27","5.4","7","0","0","0","0","0","0","1","5.2","5.2","99.0%"
"20","George Kittle (SF)","2","4","39","19.5","25","0","0","0","0","0","0","1","4.9","4.9","99.1%"
"21","Mark Andrews (BAL)","3","6","32","10.7","18","0","0","0","0","0","0","1","4.7","4.7","99.9%"
"22","Anthony Firkser (ATL)","2","3","36","18.0","26","0","0","0","0","0","0","1","4.6","4.6","0.6%"
"23","Cameron Brate (TB)","2","2","35","17.5","25","0","0","0","0","0","0","1","4.5","4.5","6.1%"
"24","Ian Thomas (CAR)","3","3","28","9.3","21","0","0","0","0","0","0","1","4.3","4.3","0.2%"
"25","Jonnu Smith (NE)","2","2","29","14.5","19","0","0","0","0","0","0","1","3.9","3.9","2.7%"
"26","Ryan Izzo (FA)","2","3","24","12.0","15","0","0","0","0","0","0","1","3.4","3.4","0.0%"
"27","Jason Witten (FA)","2","2","21","10.5","13","0","0","0","0","0","0","1","3.1","3.1","0.0%"
"28","Jesse James (FA)","1","1","23","23.0","23","0","0","0","0","0","0","1","2.8","2.8","0.0%"
"29","Durham Smythe (MIA)","2","2","16","8.0","8","0","0","0","0","0","0","1","2.6","2.6","0.1%"
"30","Tyler Higbee (LAR)","2","4","14","7.0","13","0","0","0","0","0","0","1","2.4","2.4","41.2%"
"31","David Njoku (CLE)","1","3","19","19.0","19","0","0","0","0","0","0","1","2.4","2.4","51.4%"
"32","Jimmy Graham (FA)","2","7","13","6.5","11","0","0","0","0","0","0","1","2.3","2.3","0.6%"
"33","Will Dissly (SEA)","1","1","17","17.0","17","0","0","0","0","0","0","1","2.2","2.2","0.3%"
"34","Irv Smith Jr. (MIN)","1","1","16","16.0","16","0","0","0","0","0","0","1","2.1","2.1","48.6%"
"35","Dallas Goedert (PHI)","1","1","15","15.0","15","0","0","0","0","0","0","1","2.0","2.0","94.3%"
"36","Harrison Bryant (CLE)","3","3","25","8.3","10","0","0","0","0","0","1","1","2.0","2.0","0.8%"
"37","Kyle Rudolph (FA)","1","1","12","12.0","12","0","0","0","0","0","0","1","1.7","1.7","0.1%"
"38","Tyler Kroft (SF)","1","1","11","11.0","11","0","0","0","0","0","0","1","1.6","1.6","0.1%"
"39","Levine Toilolo (FA)","1","2","9","9.0","9","0","0","0","0","0","0","1","1.4","1.4","0.0%"
"40","Mike Gesicki (MIA)","1","2","8","8.0","8","0","0","0","0","0","0","1","1.3","1.3","89.7%"
"41","Josh Hill (FA)","1","1","7","7.0","7","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"42","Jacob Hollister (LV)","1","2","6","6.0","6","0","0","0","0","0","0","1","1.1","1.1","0.1%"
"43","Chris Manhertz (JAC)","1","1","6","6.0","6","0","0","0","0","0","0","1","1.1","1.1","0.0%"
