"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Tyler Higbee (LAR)","5","5","54","10.8","28","0","3","0","0","0","0","1","25.9","25.9","41.2%"
"2","Mike Gesicki (MIA)","8","11","130","16.3","27","0","1","0","0","0","0","1","23.0","23.0","89.7%"
"3","Darren Waller (LV)","12","16","105","8.8","18","0","1","0","0","0","0","1","22.5","22.5","99.0%"
"4","Jonnu Smith (NE)","4","5","84","21.0","63","0","2","0","0","0","0","1","22.4","22.4","2.7%"
"5","Jordan Reed (FA)","7","8","50","7.1","18","0","2","0","0","0","0","1","20.5","20.5","19.0%"
"6","Travis Kelce (KC)","9","14","90","10.0","20","0","1","0","0","0","0","1","19.5","19.5","99.9%"
"7","Dalton Schultz (DAL)","9","10","88","9.8","18","0","1","0","0","0","1","1","17.3","17.3","96.5%"
"8","Noah Fant (SEA)","4","5","57","14.3","22","0","1","0","0","0","0","1","15.7","15.7","74.4%"
"9","Hayden Hurst (CIN)","5","8","72","14.4","42","0","1","0","0","0","0","1","15.7","15.7","11.2%"
"10","Mo Alie-Cox (IND)","5","6","111","22.2","33","0","0","0","0","0","0","1","13.6","13.6","3.4%"
"11","C.J. Uzomah (NYJ)","4","6","42","10.5","23","0","1","0","0","0","0","1","12.2","12.2","4.0%"
"12","Hunter Henry (NE)","6","8","83","13.8","22","0","0","0","0","0","0","1","11.3","11.3","82.1%"
"13","Tyler Eifert (FA)","3","6","36","12.0","19","0","1","0","0","0","0","1","11.1","11.1","0.0%"
"14","Robert Tonyan (GB)","2","3","25","12.5","14","0","1","0","0","0","0","1","9.5","9.5","33.9%"
"15","Evan Engram (JAC)","6","8","65","10.8","22","0","0","0","0","0","0","1","9.5","9.5","18.0%"
"16","Darren Fells (FA)","2","4","23","11.5","13","0","1","0","0","0","0","1","9.3","9.3","0.0%"
"17","Jordan Akins (NYG)","7","7","55","7.9","12","0","0","0","0","0","0","1","9.0","9.0","0.2%"
"18","Jared Cook (FA)","2","5","13","6.5","7","0","1","0","0","0","0","1","8.3","8.3","1.3%"
"19","T.J. Hockenson (DET)","4","4","62","15.5","29","0","0","0","0","0","0","1","8.2","8.2","95.7%"
"20","Drew Sample (CIN)","7","9","45","6.4","10","0","0","0","0","0","0","1","8.0","8.0","0.2%"
"21","Zach Ertz (ARI)","5","7","42","8.4","12","0","0","0","0","0","0","1","6.7","6.7","92.1%"
"22","Anthony Firkser (ATL)","4","4","45","11.3","16","0","0","0","0","0","0","1","6.5","6.5","0.6%"
"23","James O'Shaughnessy (CHI)","4","4","40","10.0","13","0","0","0","0","0","0","1","6.0","6.0","0.2%"
"24","Eric Ebron (FA)","3","5","43","14.3","21","0","0","0","0","0","0","1","5.8","5.8","0.6%"
"25","Dallas Goedert (PHI)","4","8","30","7.5","11","0","0","0","0","0","0","1","5.0","5.0","94.3%"
"26","Logan Thomas (WAS)","4","9","26","6.5","10","0","0","0","0","0","0","1","4.6","4.6","35.9%"
"27","Blake Bell (KC)","2","3","34","17.0","24","0","0","0","0","0","0","1","4.4","4.4","0.1%"
"28","Foster Moreau (LV)","1","1","31","31.0","31","0","0","0","0","0","0","1","3.6","3.6","0.8%"
"29","Dan Arnold (JAC)","2","4","26","13.0","20","0","0","0","0","0","0","1","3.6","3.6","1.4%"
"30","Mark Andrews (BAL)","1","3","29","29.0","29","0","0","0","0","0","0","1","3.4","3.4","99.9%"
"31","Austin Hooper (TEN)","2","4","22","11.0","11","0","0","0","0","0","0","1","3.2","3.2","12.4%"
"32","Ryan Izzo (FA)","2","2","19","9.5","16","0","0","0","0","0","0","1","2.9","2.9","0.0%"
"33","Jimmy Graham (FA)","1","1","18","18.0","18","0","0","0","0","0","0","1","2.3","2.3","0.6%"
"34","Adam Trautman (NO)","1","1","17","17.0","17","0","0","0","0","0","0","1","2.2","2.2","2.1%"
"35","Josh Hill (FA)","1","2","16","16.0","16","0","0","0","0","0","0","1","2.1","2.1","0.0%"
"36","Dawson Knox (BUF)","1","3","36","36.0","36","0","0","0","0","0","1","1","2.1","2.1","90.3%"
"37","Harrison Bryant (CLE)","1","2","14","14.0","14","0","0","0","0","0","0","1","1.9","1.9","0.8%"
"38","Cole Kmet (CHI)","1","1","12","12.0","12","0","0","0","0","0","0","1","1.7","1.7","54.4%"
"39","O.J. Howard (BUF)","1","3","11","11.0","11","0","0","0","0","0","0","1","1.6","1.6","2.5%"
"40","Nick Boyle (BAL)","1","1","11","11.0","11","0","0","0","0","0","0","1","1.6","1.6","0.1%"
"41","Will Dissly (SEA)","1","1","9","9.0","9","0","0","0","0","0","0","1","1.4","1.4","0.3%"
"42","Chris Manhertz (JAC)","1","1","8","8.0","8","0","0","0","0","0","0","1","1.3","1.3","0.0%"
"43","Ross Dwelley (SF)","1","1","5","5.0","5","0","0","0","0","0","0","1","1.0","1.0","0.1%"
"44","Chris Herndon IV (FA)","1","4","5","5.0","5","0","0","0","0","0","0","1","1.0","1.0","0.0%"
"45","Adam Shaheen (MIA)","1","2","4","4.0","4","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"46","Kaden Smith (FA)","2","3","-1","-0.5","2","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"47","Marcedes Lewis (GB)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.9","0.9","0.1%"
"48","Vance McDonald (FA)","1","2","3","3.0","3","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"49","Irv Smith Jr. (MIN)","1","4","3","3.0","3","0","0","0","0","0","0","1","0.8","0.8","48.6%"
"50","Jason Witten (FA)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"51","Marcus Baugh (FA)","1","1","2","2.0","2","0","0","0","0","0","0","1","0.7","0.7","0.0%"
"52","Pat Freiermuth (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90.0%"
"53","Kyle Pitts (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.8%"
"54","Brevin Jordan (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.8%"
"55","Jake Bargas (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"56","Nick Bowers (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"57","Farrod Green (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"58","Giovanni Ricci (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"59","Thaddeus Moss (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"60","Kyle Markway (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"61","Stephen Sullivan (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"62","Charlie Taumoepeau (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"63","Charlie Woerner (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"64","Noah Togiai (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"65","Ben Ellefson (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"66","Lawrence Cager (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"67","Tyler Mabry (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"68","Sean McKeon (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"69","Tyler Davis (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"70","Reggie Gilliam (BUF)","1","1","1","1.0","1","0","1","0","0","0","0","1","0.0","0.0","0.0%"
"71","Rashod Berry (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.0%"
"72","Scotty Washington (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"73","Eli Wolf (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"74","Tommy Hudson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"75","Rysen John (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"76","Nakia Griffin-Stewart (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"77","Juwan Johnson (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"78","Dalton Keene (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"79","Noah Gray (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"80","Deon Yelder (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"81","Codey McElroy (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"82","Nick Keizer (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"83","Jaeden Graham (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"84","J.J. Arcega-Whiteside (PHI)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"85","Albert Okwuegbunam (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46.6%"
"86","Tommy Sweeney (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"87","Brandon Dillon (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"88","Kendall Blanton (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"89","Jesper Horsted (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"90","Josh Oliver (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"91","Trevon Wesco (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"92","Troy Fumagalli (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"93","Ian Thomas (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"94","Jordan Thomas (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"95","David Wells (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"96","Durham Smythe (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"97","Tanner Hudson (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"98","Tyler Conklin (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.9%"
"99","Jordan Franks (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
