"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Darren Waller (LV)","9","10","117","13.0","28","0","1","0","0","0","1","1","22.2","22.2","99.0%"
"2","Chris Herndon IV (FA)","7","9","63","9.0","21","0","1","0","0","0","0","1","15.8","15.8","0.0%"
"3","Pharaoh Brown (HOU)","5","5","48","9.6","14","0","1","0","0","0","0","1","13.3","13.3","0.1%"
"4","Jared Cook (FA)","4","5","43","10.8","18","0","1","0","0","0","0","1","12.3","12.3","1.3%"
"5","Austin Hooper (TEN)","4","5","37","9.3","13","0","1","0","0","0","0","1","11.7","11.7","12.4%"
"6","Donald Parham Jr. (LAC)","3","4","37","12.3","22","0","1","0","0","0","0","1","11.2","11.2","1.3%"
"7","Logan Thomas (WAS)","3","6","37","12.3","18","0","1","0","0","0","0","1","11.2","11.2","35.9%"
"8","Devin Asiasi (NE)","2","3","39","19.5","26","0","1","0","0","0","0","1","10.9","10.9","0.1%"
"9","Hayden Hurst (CIN)","4","6","28","7.0","14","0","1","0","0","0","0","1","10.8","10.8","11.2%"
"10","Dalton Schultz (DAL)","7","10","70","10.0","16","0","0","0","0","0","0","1","10.5","10.5","96.5%"
"11","George Kittle (SF)","7","9","68","9.7","41","0","0","0","0","0","0","1","10.3","10.3","99.1%"
"12","Robert Tonyan (GB)","2","2","18","9.0","15","0","1","0","0","0","0","1","8.8","8.8","33.9%"
"13","Troy Fumagalli (SF)","2","3","15","7.5","14","0","1","0","0","0","0","1","8.5","8.5","0.0%"
"14","Dominique Dafney (GB)","1","1","13","13.0","13","0","1","0","0","0","0","1","7.8","7.8","0.0%"
"15","Mike Gesicki (MIA)","5","10","47","9.4","23","0","0","0","0","0","0","1","7.2","7.2","89.7%"
"16","Noah Fant (SEA)","4","6","48","12.0","20","0","0","0","0","0","0","1","6.8","6.8","74.4%"
"17","Stephen Anderson (ARI)","3","3","52","17.3","18","0","0","0","0","0","0","1","6.7","6.7","0.0%"
"18","Dan Arnold (JAC)","3","3","46","15.3","25","0","0","0","0","0","0","1","6.1","6.1","1.4%"
"19","Vance McDonald (FA)","5","6","33","6.6","14","0","0","0","0","0","0","1","5.8","5.8","0.0%"
"20","Cole Kmet (CHI)","7","8","41","5.9","11","0","0","0","0","0","1","1","5.6","5.6","54.4%"
"21","Tyler Higbee (LAR)","3","4","41","13.7","26","0","0","0","0","0","0","1","5.6","5.6","41.2%"
"22","Tyler Conklin (NYJ)","3","6","40","13.3","19","0","0","0","0","0","0","1","5.5","5.5","1.9%"
"23","Mark Andrews (BAL)","4","7","27","6.8","9","0","0","0","0","0","0","1","4.7","4.7","99.9%"
"24","Irv Smith Jr. (MIN)","2","3","30","15.0","25","0","0","0","0","0","0","1","4.0","4.0","48.6%"
"25","T.J. Hockenson (DET)","3","3","25","8.3","15","0","0","0","0","0","0","1","4.0","4.0","95.7%"
"26","Dawson Knox (BUF)","2","8","29","14.5","19","0","0","0","0","0","0","1","3.9","3.9","90.3%"
"27","Rob Gronkowski (FA)","2","4","29","14.5","18","0","0","0","0","0","0","1","3.9","3.9","57.1%"
"28","Durham Smythe (MIA)","3","3","23","7.7","11","0","0","0","0","0","0","1","3.8","3.8","0.1%"
"29","Gerald Everett (LAC)","2","7","25","12.5","13","0","0","0","0","0","0","1","3.5","3.5","21.0%"
"30","Jack Doyle (FA)","3","3","17","5.7","8","0","0","0","0","0","0","1","3.2","3.2","1.1%"
