"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Travis Kelce (KC)","8","12","108","13.5","32","0","1","0","0","0","0","1","20.8","20.8","99.9%"
"2","Jonnu Smith (NE)","5","7","40","8.0","14","0","2","0","0","0","0","1","18.5","18.5","2.7%"
"3","Mark Andrews (BAL)","6","9","56","9.3","14","0","1","0","0","0","0","1","14.6","14.6","99.9%"
"4","Darren Waller (LV)","5","7","48","9.6","23","0","1","0","0","0","0","1","13.3","13.3","99.0%"
"5","Darren Fells (FA)","2","2","57","28.5","44","0","1","0","0","0","0","1","12.7","12.7","0.0%"
"6","Jared Cook (FA)","2","3","52","26.0","41","0","1","0","0","0","0","1","12.2","12.2","1.3%"
"7","Mike Gesicki (MIA)","5","6","91","18.2","70","0","0","0","0","0","0","1","11.6","11.6","89.7%"
"8","Gerald Everett (LAC)","4","4","90","22.5","40","0","0","0","0","0","0","1","11.0","11.0","21.0%"
"9","Jimmy Graham (FA)","3","5","33","11.0","13","0","1","0","0","0","0","1","10.8","10.8","0.6%"
"10","Hunter Henry (NE)","4","8","23","5.8","8","0","1","0","0","0","0","1","10.3","10.3","82.1%"
"11","Evan Engram (JAC)","1","2","16","16.0","16","0","0","2","9","1","0","1","9.0","9.0","18.0%"
"12","Irv Smith Jr. (MIN)","4","5","64","16.0","25","0","0","0","0","0","0","1","8.4","8.4","48.6%"
"13","Will Dissly (SEA)","1","1","19","19.0","19","0","1","0","0","0","0","1","8.4","8.4","0.3%"
"14","Austin Hooper (TEN)","5","10","57","11.4","18","0","0","0","0","0","0","1","8.2","8.2","12.4%"
"15","Cameron Brate (TB)","5","6","44","8.8","20","0","0","0","0","0","0","1","6.9","6.9","6.1%"
"16","Adam Shaheen (MIA)","1","1","3","3.0","3","0","1","0","0","0","0","1","6.8","6.8","0.0%"
"17","Rob Gronkowski (FA)","3","6","52","17.3","23","0","0","0","0","0","0","1","6.7","6.7","57.1%"
"18","George Kittle (SF)","4","8","44","11.0","12","0","0","0","0","0","0","1","6.4","6.4","99.1%"
"19","Trey Burton (FA)","5","6","33","6.6","10","0","0","0","0","0","0","1","5.8","5.8","0.0%"
"20","Eric Ebron (FA)","5","6","43","8.6","17","0","0","0","0","0","1","1","4.8","4.8","0.6%"
"21","Darrell Daniels (FA)","2","2","37","18.5","31","0","0","0","0","0","0","1","4.7","4.7","0.0%"
"22","James O'Shaughnessy (CHI)","3","3","20","6.7","8","0","0","0","0","0","0","1","3.5","3.5","0.2%"
"23","Anthony Firkser (ATL)","3","5","19","6.3","12","0","0","0","0","0","0","1","3.4","3.4","0.6%"
"24","Chris Herndon IV (FA)","2","3","24","12.0","15","0","0","0","0","0","0","1","3.4","3.4","0.0%"
"25","Drew Sample (CIN)","2","2","22","11.0","14","0","0","0","0","0","0","1","3.2","3.2","0.2%"
"26","Tyler Eifert (FA)","3","7","16","5.3","13","0","0","0","0","0","0","1","3.1","3.1","0.0%"
"27","Greg Olsen (FA)","1","1","20","20.0","20","0","0","0","0","0","0","1","2.5","2.5","7.0%"
"28","Richard Rodgers (PHI)","1","1","18","18.0","18","0","0","0","0","0","0","1","2.3","2.3","0.0%"
"29","Tyler Higbee (LAR)","2","2","12","6.0","9","0","0","0","0","0","0","1","2.2","2.2","41.2%"
"30","Dawson Knox (BUF)","1","3","15","15.0","15","0","0","0","0","0","0","1","2.0","2.0","90.3%"
"31","Virgil Green (FA)","1","1","14","14.0","14","0","0","0","0","0","0","1","1.9","1.9","0.0%"
"32","Hayden Hurst (CIN)","2","6","8","4.0","9","0","0","0","0","0","0","1","1.8","1.8","11.2%"
