"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Patrick Mahomes II (KC)","30","44","68.2","443","10.1","4","0","2","1","-1","0","1","1","31.6","31.6","99.9%"
"2","Lamar Jackson (BAL)","24","37","64.9","272","7.4","2","0","2","16","120","0","0","1","30.9","30.9","98.9%"
"3","Dak Prescott (DAL)","26","30","86.7","269","9.0","3","1","1","5","69","0","0","1","28.7","28.7","95.2%"
"4","Tom Brady (TB)","20","28","71.4","264","9.4","2","0","2","2","1","1","0","1","24.7","24.7","97.1%"
"5","Russell Wilson (DEN)","29","35","82.9","300","8.6","3","0","4","6","22","0","1","1","24.2","24.2","94.6%"
"6","Jimmy Garoppolo (SF)","17","25","68.0","296","11.8","3","1","0","4","8","0","0","1","23.6","23.6","4.8%"
"7","Josh Allen (BUF)","19","30","63.3","253","8.4","1","0","3","7","21","1","0","1","22.2","22.2","99.9%"
"8","Matt Ryan (IND)","27","43","62.8","320","7.4","3","3","1","2","3","0","0","1","22.1","22.1","43.3%"
"9","Andy Dalton (NO)","26","42","61.9","311","7.4","2","1","4","2","2","0","0","1","19.6","19.6","0.7%"
"10","Carson Wentz (WAS)","25","43","58.1","231","5.4","1","2","3","3","3","1","0","1","19.5","19.5","15.6%"
"11","Jared Goff (DET)","19","28","67.9","283","10.1","1","0","3","4","-2","1","1","1","19.1","19.1","16.4%"
"12","Jacoby Brissett (CLE)","17","28","60.7","146","5.2","3","1","3","7","25","0","1","1","17.3","17.3","2.5%"
"13","Matthew Stafford (LAR)","22","30","73.3","245","8.2","2","2","0","4","13","0","0","1","17.1","17.1","93.8%"
"14","Joe Flacco (NYJ)","35","50","70.0","292","5.8","1","1","2","0","0","0","0","1","16.7","16.7","0.1%"
"15","Case Keenum (BUF)","26","37","70.3","221","6.0","2","0","1","1","-1","0","0","1","16.7","16.7","0.2%"
"16","Kyler Murray (ARI)","25","40","62.5","349","8.7","0","0","3","3","4","0","0","1","16.4","16.4","97.2%"
"17","Gardner Minshew II (PHI)","23","33","69.7","213","6.5","1","0","4","6","56","0","1","1","16.1","16.1","0.8%"
"18","Baker Mayfield (CLE)","19","35","54.3","325","9.3","1","1","3","0","0","0","0","1","16.0","16.0","6.0%"
"19","Aaron Rodgers (GB)","22","34","64.7","209","6.1","2","0","2","1","0","0","1","1","14.4","14.4","94.5%"
"20","Marcus Mariota (ATL)","19","28","67.9","154","5.5","1","0","4","5","32","0","0","1","13.4","13.4","7.3%"
"21","Jameis Winston (NO)","16","25","64.0","208","8.3","1","0","3","4","9","0","0","1","13.2","13.2","33.6%"
"22","Deshaun Watson (CLE)","16","29","55.2","159","5.5","0","0","4","4","5","1","0","1","12.9","12.9","73.5%"
"23","Eli Manning (FA)","26","45","57.8","250","5.6","1","2","1","1","2","0","0","1","12.2","12.2","2.3%"
"24","Mason Rudolph (PIT)","12","19","63.2","112","5.9","2","1","0","1","7","0","0","1","12.2","12.2","0.2%"
"25","Philip Rivers (FA)","21","36","58.3","293","8.1","0","1","1","1","12","0","0","1","11.9","11.9","20.6%"
"26","Derek Carr (LV)","23","38","60.5","198","5.2","1","2","3","2","18","0","0","1","11.7","11.7","89.8%"
"27","Cam Newton (FA)","25","51","49.0","333","6.5","0","0","3","2","0","0","1","1","11.3","11.3","9.3%"
"28","Kirk Cousins (MIN)","14","32","43.8","230","7.2","1","2","1","2","17","0","1","1","10.9","10.9","73.7%"
"29","Luke Falk (FA)","20","25","80.0","198","7.9","0","0","2","0","0","0","0","1","7.9","7.9","0.1%"
"30","Teddy Bridgewater (MIA)","17","30","56.7","165","5.5","0","0","2","2","5","0","0","1","7.1","7.1","2.0%"
"31","Mitchell Trubisky (PIT)","16","27","59.3","120","4.4","0","0","0","1","8","0","0","1","5.6","5.6","5.2%"
"32","Ben Roethlisberger (FA)","8","15","53.3","75","5.0","0","0","1","0","0","0","0","1","3.0","3.0","13.6%"
"33","Josh Rosen (FA)","7","18","38.9","97","5.4","0","1","3","0","0","0","0","1","2.9","2.9","0.0%"
"34","Taysom Hill (NO)","0","0","0","0","0","0","0","0","0","0","0","0","1","2.6","2.6","2.4%"
"35","Ryan Fitzpatrick (FA)","11","21","52.4","89","4.2","0","3","4","1","6","0","0","1","1.2","1.2","0.1%"
"36","Josh McCown (FA)","3","5","60.0","24","4.8","0","0","0","0","0","0","0","1","1.0","1.0","0.0%"
"37","Drew Brees (FA)","3","5","60.0","38","7.6","0","1","0","0","0","0","0","1","0.5","0.5","35.7%"
"38","Trevor Siemian (CHI)","3","6","50.0","3","0.5","0","0","2","0","0","0","0","1","0.1","0.1","0.6%"
"39","Easton Stick (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"40","Mac Jones (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32.2%"
"41","Ian Book (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"42","Trace McSorley (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"43","Brett Rypien (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"44","Jake Luton (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"45","Bryce Perkins (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"46","Nate Stanley (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"47","Tua Tagovailoa (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","63.2%"
"48","Jacob Eason (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"49","Kellen Mond (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"50","Jordan Love (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"51","Jalen Hurts (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96.3%"
"52","Tyler Huntley (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"53","Shane Buechele (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"54","Trevor Lawrence (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","52.0%"
"55","Justin Herbert (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.8%"
"56","Jack Coan (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"57","Desmond Ridder (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.1%"
"58","Feleipe Franks (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"59","Trey Lance (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88.8%"
"60","Jarrett Stidham (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"61","Jake Browning (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"62","Joe Burrow (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96.3%"
"63","Justin Fields (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47.6%"
"64","Brock Purdy (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"65","John Lovett (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"66","David Blough (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"67","Kyle Trask (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"68","Sam Ehlinger (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"69","Ben DiNucci (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"70","Reid Sinnett (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"71","Bailey Zappe (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"72","Dustin Crum (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"73","Anthony Brown (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"74","Skylar Thompson (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"75","EJ Perry (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"76","Brandon Peters (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"77","Armani Rogers (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"78","Malik Willis (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.1%"
"79","Davis Cheek (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"80","Stone Smartt (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"81","Jared Bernhardt (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"82","Chris Oladokun (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"83","Jarrett Guarantano (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"84","Cole Kelley (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"85","Zach Wilson (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21.5%"
"86","Kenny Pickett (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.9%"
"87","Davis Mills (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.2%"
"88","Chase Garbers (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"89","Will Grier (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"90","Sam Howell (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"91","Carson Strong (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"92","Matt Corral (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.9%"
"93","Daniel Jones (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.4%"
"94","Blaine Gabbert (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"95","Tyrod Taylor (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"96","Ben Chappell (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"97","Erik Ainge (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"98","Hunter Cantwell (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"99","Adam Froman (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
