"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Daniel Jones (NYG)","28","41","68.3","322","7.9","4","0","3","4","13","0","1","1","28.2","28.2","19.4%"
"2","Deshaun Watson (CLE)","27","39","69.2","279","7.2","3","0","3","10","46","0","0","1","27.8","27.8","73.5%"
"3","Aaron Rodgers (GB)","23","33","69.7","305","9.2","3","0","5","6","29","0","0","1","27.1","27.1","94.5%"
"4","Drew Brees (FA)","34","43","79.1","373","8.7","3","1","0","0","0","0","0","1","25.9","25.9","35.7%"
"5","Matthew Stafford (LAR)","25","32","78.1","342","10.7","3","1","4","2","-3","0","0","1","24.4","24.4","93.8%"
"6","Gardner Minshew II (PHI)","22","34","64.7","279","8.2","3","0","2","8","28","0","1","1","24.0","24.0","0.8%"
"7","Derek Carr (LV)","18","30","60.0","285","9.5","3","0","0","0","0","0","0","1","23.4","23.4","89.8%"
"8","Jared Goff (DET)","17","31","54.8","372","12.0","2","0","0","0","0","0","0","1","22.9","22.9","16.4%"
"9","Matt Schaub (FA)","39","52","75.0","460","8.8","1","1","2","0","0","0","1","1","21.4","21.4","0.0%"
"10","Jameis Winston (NO)","21","43","48.8","301","7.0","2","2","3","8","53","0","2","1","21.3","21.3","33.6%"
"11","Ryan Tannehill (TEN)","21","33","63.6","193","5.8","3","0","3","4","-3","0","0","1","19.4","19.4","26.3%"
"12","Matt Moore (FA)","24","36","66.7","267","7.4","2","0","2","1","3","0","0","1","19.0","19.0","0.0%"
"13","Tom Brady (TB)","20","36","55.6","259","7.2","2","0","3","0","0","0","0","1","18.4","18.4","97.1%"
"14","Andy Dalton (NO)","32","52","61.5","329","6.3","1","0","5","1","4","0","0","1","17.7","17.7","0.7%"
"15","Josh Allen (BUF)","16","34","47.1","169","5.0","2","0","4","8","45","0","1","1","17.3","17.3","99.9%"
"16","Mason Rudolph (PIT)","20","36","55.6","251","7.0","2","1","2","0","0","0","0","1","17.0","17.0","0.2%"
"17","Russell Wilson (DEN)","14","20","70.0","182","9.1","2","0","2","4","4","0","0","1","15.7","15.7","94.6%"
"18","Sam Darnold (CAR)","21","30","70.0","218","7.3","2","3","8","1","-1","0","0","1","15.6","15.6","3.7%"
"19","Carson Wentz (WAS)","17","24","70.8","172","7.2","1","0","3","8","35","0","0","1","14.4","14.4","15.6%"
"20","Jimmy Garoppolo (SF)","18","22","81.8","175","8.0","2","1","3","0","0","0","0","1","14.0","14.0","4.8%"
"21","Taysom Hill (NO)","0","0","0","0","0","0","0","0","0","0","0","0","1","13.8","13.8","2.4%"
"22","Ryan Fitzpatrick (FA)","21","34","61.8","190","5.6","2","2","4","5","17","0","1","1","13.3","13.3","0.1%"
"23","Baker Mayfield (CLE)","20","31","64.5","194","6.3","1","1","5","1","18","0","0","1","12.6","12.6","6.0%"
"24","Kirk Cousins (MIN)","23","26","88.5","285","11.0","0","0","3","2","2","0","0","1","11.6","11.6","73.7%"
"25","Philip Rivers (FA)","19","29","65.5","201","6.9","1","1","1","0","0","0","0","1","11.0","11.0","20.6%"
