"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Russell Wilson (DEN)","32","50","64.0","406","8.1","2","0","0","7","51","2","0","1","41.3","41.3","94.6%"
"2","Daniel Jones (NYG)","23","36","63.9","336","9.3","2","0","5","4","28","2","2","1","34.2","34.2","19.4%"
"3","Patrick Mahomes II (KC)","27","37","73.0","374","10.1","3","0","1","4","9","0","0","1","27.9","27.9","99.9%"
"4","Jameis Winston (NO)","23","37","62.2","380","10.3","3","1","4","4","3","0","0","1","26.5","26.5","33.6%"
"5","Deshaun Watson (CLE)","25","34","73.5","351","10.3","3","0","2","7","18","0","1","1","25.8","25.8","73.5%"
"6","Kyle Allen (HOU)","19","26","73.1","261","10.0","4","0","2","3","-1","0","1","1","24.3","24.3","0.1%"
"7","Matt Ryan (IND)","29","34","85.3","304","8.9","3","1","0","2","3","0","0","1","23.5","23.5","43.3%"
"8","Dak Prescott (DAL)","19","32","59.4","246","7.7","2","1","1","2","7","1","0","1","23.5","23.5","95.2%"
"9","Carson Wentz (WAS)","19","36","52.8","259","7.2","2","0","3","4","33","0","0","1","21.7","21.7","15.6%"
"10","Lamar Jackson (BAL)","22","43","51.2","267","6.2","0","0","3","8","46","1","0","1","21.3","21.3","98.9%"
"11","Jacoby Brissett (CLE)","28","37","75.7","310","8.4","2","0","1","3","4","0","0","1","20.8","20.8","2.5%"
"12","Mitchell Trubisky (PIT)","25","31","80.6","231","7.5","3","1","3","1","2","0","0","1","20.4","20.4","5.2%"
"13","Tom Brady (TB)","28","42","66.7","306","7.3","2","0","0","2","-1","0","0","1","20.1","20.1","97.1%"
"14","Kyler Murray (ARI)","30","43","69.8","173","4.0","2","2","8","8","69","0","0","1","19.8","19.8","97.2%"
"15","Philip Rivers (FA)","31","46","67.4","318","6.9","2","0","5","2","9","0","1","1","19.6","19.6","20.6%"
"16","Josh Allen (BUF)","23","36","63.9","243","6.8","1","1","1","9","46","0","0","1","19.3","19.3","99.9%"
"17","Andy Dalton (NO)","20","36","55.6","250","6.9","1","2","2","1","1","1","0","1","18.1","18.1","0.7%"
"18","Gardner Minshew II (PHI)","20","30","66.7","204","6.8","2","0","0","4","18","0","0","1","18.0","18.0","0.8%"
"19","Derek Carr (LV)","27","34","79.4","242","7.1","2","1","4","1","0","0","0","1","16.7","16.7","89.8%"
"20","Teddy Bridgewater (MIA)","19","27","70.4","177","6.6","2","0","0","3","12","0","0","1","16.3","16.3","2.0%"
"21","Jared Goff (DET)","24","38","63.2","268","7.1","2","2","2","4","14","0","1","1","16.1","16.1","16.4%"
"22","Marcus Mariota (ATL)","23","40","57.5","304","7.6","0","0","9","6","34","0","0","1","15.6","15.6","7.3%"
"23","Mason Rudolph (PIT)","14","27","51.9","174","6.4","2","1","2","4","15","0","0","1","15.5","15.5","0.2%"
"24","Case Keenum (BUF)","30","43","69.8","332","7.7","2","3","4","2","3","0","2","1","14.6","14.6","0.2%"
"25","Aaron Rodgers (GB)","17","29","58.6","235","8.1","1","0","0","1","-1","0","0","1","13.3","13.3","94.5%"
"26","Kirk Cousins (MIN)","15","21","71.4","174","8.3","1","0","0","4","16","0","0","1","12.6","12.6","73.7%"
"27","Matthew Stafford (LAR)","18","32","56.3","201","6.3","1","0","0","3","1","0","0","1","12.1","12.1","93.8%"
"28","Jimmy Garoppolo (SF)","23","32","71.9","277","8.7","1","2","1","6","3","0","1","1","11.4","11.4","4.8%"
"29","Baker Mayfield (CLE)","18","36","50.0","195","5.4","1","1","3","1","-1","0","0","1","10.7","10.7","6.0%"
"30","Josh Rosen (FA)","18","39","46.2","200","5.1","0","0","3","3","13","0","0","1","9.3","9.3","0.0%"
"31","Joe Flacco (NYJ)","20","29","69.0","213","7.3","0","1","6","2","5","0","1","1","6.0","6.0","0.1%"
"32","Luke Falk (FA)","12","22","54.5","98","4.5","0","1","5","0","0","0","0","1","2.9","2.9","0.1%"
"33","Taysom Hill (NO)","0","0","0","0","0","0","0","0","1","5","0","0","1","1.5","1.5","2.4%"
"34","Ryan Fitzpatrick (FA)","2","2","100.0","29","14.5","0","0","0","0","0","0","0","1","1.2","1.2","0.1%"
"35","Trey Lance (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88.8%"
"36","Feleipe Franks (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
