"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"81","Cole Kelley (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"82","Zach Wilson (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21.5%"
"83","Kenny Pickett (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.9%"
"84","Davis Mills (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.2%"
"85","Chase Garbers (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"86","Sam Howell (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"87","Carson Strong (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"88","Matt Corral (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.9%"
"89","Drew Lock (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.4%"
"90","Blaine Gabbert (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"91","Andy Dalton (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"92","Tyrod Taylor (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"93","Erik Ainge (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"94","Hunter Cantwell (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"95","Case Keenum (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"96","Ben Chappell (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"97","Adam Froman (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"98","Ryan Tannehill (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26.3%"
"99","Russell Wilson (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94.6%"
"100","John Wolford (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"101","Joe Flacco (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"102","Josh Johnson (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"103","Brett Ratliff (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Brian Brohm (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"105","Chad Henne (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"106","Colt McCoy (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"107","Keith Null (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"108","Matthew Stafford (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","93.8%"
"109","Joshua Dobbs (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"110","Nathan Peterman (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"111","Davis Webb (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","C.J. Beathard (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"113","Cooper Rush (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"114","Kevin Hogan (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Nate Sudfeld (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Nick Mullens (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"117","P.J. Walker (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"118","Danny Etling (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Tim Boyle (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"120","Mike White (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"121","Logan Woodside (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Brett Smith (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Matt Barkley (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Geno Smith (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8%"
"125","AJ McCarron (FA)","0","1","0.0","0","0.0","0","0","1","0","0","0","0","1","0.0","0.0","0.0%"
"126","Ryan Griffin (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","Teddy Bridgewater (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"128","Trevor Siemian (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"129","Marcus Mariota (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.3%"
"130","Taylor Heinicke (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3%"
"131","Brett Hundley (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Sean Mannion (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"133","Garrett Gilbert (FA)","0","0","0","0","0","0","0","0","1","-1","0","0","1","-0.1","-0.1","0.0%"
"134","Matt Schaub (FA)","0","0","0","0","0","0","0","0","1","-1","0","0","1","-0.1","-0.1","0.0%"
"135","Brian Hoyer (NE)","0","0","0","0","0","0","0","0","2","-2","0","0","1","-0.2","-0.2","0.1%"
""
""
