"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Lamar Jackson (BAL)","15","20","75.0","169","8.5","5","0","2","8","95","0","0","1","36.3","36.3","98.9%"
"2","Ryan Tannehill (TEN)","14","18","77.8","259","14.4","2","0","1","7","40","2","1","1","32.4","32.4","26.3%"
"3","Sam Darnold (CAR)","20","29","69.0","315","10.9","2","0","1","4","16","1","0","1","28.2","28.2","3.7%"
"4","Jameis Winston (NO)","18","28","64.3","313","11.2","3","2","0","8","38","0","0","1","26.3","26.3","33.6%"
"5","Ryan Fitzpatrick (FA)","21","39","53.8","214","5.5","2","2","4","5","45","1","0","1","25.1","25.1","0.1%"
"6","Baker Mayfield (CLE)","24","34","70.6","327","9.6","3","1","1","2","5","0","0","1","24.6","24.6","6.0%"
"7","Drew Brees (FA)","30","39","76.9","311","8.0","3","1","2","0","0","0","0","1","23.4","23.4","35.7%"
"8","Kyle Allen (HOU)","23","36","63.9","256","7.1","3","0","4","1","9","0","0","1","23.1","23.1","0.1%"
"9","Mitchell Trubisky (PIT)","25","41","61.0","278","6.8","1","2","2","7","18","1","0","1","20.9","20.9","5.2%"
"10","Josh Allen (BUF)","15","25","60.0","185","7.4","2","1","1","9","56","0","0","1","20.0","20.0","99.9%"
"11","Deshaun Watson (CLE)","19","30","63.3","298","9.9","2","1","1","3","10","0","0","1","19.9","19.9","73.5%"
"12","Jimmy Garoppolo (SF)","14","20","70.0","253","12.7","2","0","3","2","1","0","0","1","18.2","18.2","4.8%"
"13","Jeff Driskel (HOU)","20","33","60.6","207","6.3","1","3","6","9","63","0","0","1","15.6","15.6","0.0%"
"14","Nick Foles (IND)","32","48","66.7","272","5.7","0","0","3","3","20","0","0","1","14.9","14.9","0.2%"
"15","Daniel Jones (NYG)","21","36","58.3","150","4.2","2","0","1","2","27","0","1","1","14.7","14.7","19.4%"
"16","Jacoby Brissett (CLE)","16","25","64.0","129","5.2","0","0","1","4","20","1","0","1","13.2","13.2","2.5%"
"17","Tom Brady (TB)","17","37","45.9","190","5.1","1","0","2","2","-3","0","0","1","11.3","11.3","97.1%"
"18","Carson Wentz (WAS)","33","45","73.3","256","5.7","1","2","3","5","27","0","2","1","10.9","10.9","15.6%"
"19","Russell Wilson (DEN)","13","25","52.0","200","8.0","1","1","6","3","15","0","1","1","10.5","10.5","94.6%"
"20","Ryan Finley (FA)","12","26","46.2","192","7.4","1","0","4","2","8","0","1","1","10.5","10.5","0.0%"
"21","Aaron Rodgers (GB)","20","33","60.6","104","3.2","1","0","5","3","13","0","1","1","9.5","9.5","94.5%"
"22","Devlin Hodges (FA)","5","11","45.5","118","10.7","1","0","2","3","1","0","0","1","8.8","8.8","0.0%"
"23","Matt Ryan (IND)","23","46","50.0","271","5.9","0","1","6","1","8","0","1","1","8.6","8.6","43.3%"
"24","Dak Prescott (DAL)","19","33","57.6","212","6.4","0","1","0","1","4","0","0","1","7.9","7.9","95.2%"
"25","Jared Goff (DET)","26","37","70.3","212","5.7","0","2","2","1","-1","0","0","1","6.4","6.4","16.4%"
"26","Matt Schaub (FA)","5","9","55.6","55","6.1","1","0","0","0","0","0","0","1","6.2","6.2","0.0%"
"27","Dwayne Haskins (FA)","13","29","44.8","156","5.4","0","1","3","3","28","0","1","1","6.0","6.0","0.1%"
"28","Derek Carr (LV)","15","27","55.6","127","4.7","0","1","1","1","11","0","0","1","5.2","5.2","89.8%"
"29","Brandon Allen (CIN)","10","25","40.0","82","3.3","0","1","4","2","8","0","0","1","3.1","3.1","0.2%"
"30","Mason Rudolph (PIT)","8","16","50.0","85","5.3","0","1","1","4","4","0","0","1","2.8","2.8","0.2%"
"31","Robert Griffin III (FA)","1","3","33.3","39","13.0","0","0","1","3","-3","0","0","1","1.3","1.3","1.0%"
"32","Tim Boyle (DET)","3","4","75.0","15","3.8","0","0","0","0","0","0","0","1","0.6","0.6","0.1%"
"33","Taysom Hill (NO)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.5","0.5","2.4%"
"34","Ian Book (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"35","Mac Jones (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32.2%"
"36","Trey Lance (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88.8%"
"37","Feleipe Franks (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"38","Desmond Ridder (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.1%"
"39","Joe Burrow (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96.3%"
"40","Tua Tagovailoa (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","63.2%"
"41","Jacob Eason (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"42","Jordan Love (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"43","Jalen Hurts (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96.3%"
"44","Tyler Huntley (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"45","John Lovett (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"46","Kellen Mond (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"47","Will Grier (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"48","Brett Rypien (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"49","Easton Stick (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"50","Trace McSorley (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"51","David Blough (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"52","Jake Browning (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"53","Gardner Minshew II (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"54","Kyler Murray (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.2%"
"55","Jarrett Stidham (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"56","Justin Herbert (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.8%"
"57","Shane Buechele (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"58","Kyle Trask (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"59","Sam Ehlinger (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"60","Ben DiNucci (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"61","Reid Sinnett (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"62","Jack Coan (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"63","Brock Purdy (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"64","Bryce Perkins (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"65","Nate Stanley (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"66","Jake Luton (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"67","Trevor Lawrence (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","52.0%"
"68","Justin Fields (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47.6%"
"69","Bailey Zappe (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"70","Dustin Crum (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"71","Anthony Brown (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"72","Skylar Thompson (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"73","EJ Perry (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"74","Brandon Peters (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"75","Armani Rogers (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"76","Malik Willis (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.1%"
"77","Davis Cheek (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"78","Stone Smartt (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"79","Jared Bernhardt (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"80","Chris Oladokun (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"81","Jarrett Guarantano (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"82","Cole Kelley (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"83","Zach Wilson (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21.5%"
"84","Kenny Pickett (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.9%"
"85","Davis Mills (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.2%"
"86","Chase Garbers (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"87","Sam Howell (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"88","Carson Strong (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"89","Matt Corral (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.9%"
"90","Drew Lock (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.4%"
"91","Blaine Gabbert (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"92","Andy Dalton (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"93","Erik Ainge (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"94","Hunter Cantwell (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"95","Tyrod Taylor (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"96","Ben Chappell (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"97","Adam Froman (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"98","Kirk Cousins (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","73.7%"
"99","John Wolford (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"100","Chase Daniel (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"101","Joe Flacco (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"102","Brett Ratliff (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"103","Brian Brohm (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Brian Hoyer (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"105","Chad Henne (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"106","Matthew Stafford (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","93.8%"
"107","Colt McCoy (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"108","Josh Johnson (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"109","Keith Null (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"110","Patrick Mahomes II (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.9%"
"111","Nathan Peterman (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","Joshua Dobbs (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"113","Davis Webb (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","C.J. Beathard (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"115","Cooper Rush (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"116","Nick Mullens (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"117","Kevin Hogan (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Nate Sudfeld (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Danny Etling (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Mike White (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"121","P.J. Walker (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"122","Logan Woodside (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Brett Smith (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","David Fales (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"125","Geno Smith (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8%"
"126","Matt Barkley (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","Ryan Griffin (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Teddy Bridgewater (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"129","Trevor Siemian (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"130","Marcus Mariota (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.3%"
"131","Taylor Heinicke (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3%"
"132","Brett Hundley (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"133","Sean Mannion (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"134","Garrett Gilbert (FA)","0","0","0","0","0","0","0","0","1","-1","0","0","1","-0.1","-0.1","0.0%"
"135","Case Keenum (BUF)","0","0","0","0","0","0","0","0","1","-1","0","0","1","-0.1","-0.1","0.2%"
"136","Mike Glennon (FA)","4","7","57.1","20","2.9","0","0","0","2","0","0","1","1","-1.2","-1.2","0.6%"
""
""
