"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Mike Williams (LAC)","8","16","165","20.6","72","0","2","0","0","0","0","1","32.5","32.5","96.0%"
"2","Davante Adams (LV)","11","16","206","18.7","59","0","1","0","0","0","0","1","32.1","32.1","99.9%"
"3","Marquise Brown (ARI)","9","10","125","13.9","43","0","2","0","0","0","0","1","29.0","29.0","94.2%"
"4","Antonio Brown (FA)","7","8","124","17.7","62","0","2","0","0","0","0","1","27.9","27.9","1.6%"
"5","Mike Evans (TB)","6","8","113","18.8","34","0","2","0","0","0","0","1","26.3","26.3","99.8%"
"6","Ja'Marr Chase (CIN)","6","10","159","26.5","70","0","1","0","0","0","0","1","24.9","24.9","99.9%"
"7","Kadarius Toney (NYG)","10","13","189","18.9","38","0","0","1","7","0","0","1","24.6","24.6","70.9%"
"8","DK Metcalf (SEA)","5","5","98","19.6","25","0","2","0","0","0","0","1","24.3","24.3","97.4%"
"9","Marquez Callaway (NO)","4","8","85","21.3","49","0","2","0","0","0","0","1","22.5","22.5","2.5%"
"10","Courtland Sutton (DEN)","7","11","120","17.1","39","0","1","0","0","0","0","1","21.5","21.5","93.7%"
"11","Chase Claypool (PIT)","5","6","130","26.0","59","0","1","0","0","0","0","1","21.5","21.5","84.5%"
"12","Robert Woods (TEN)","12","14","150","12.5","25","0","0","0","0","0","0","1","21.0","21.0","79.4%"
"13","Chris Moore (HOU)","5","5","109","21.8","67","0","1","0","0","0","0","1","19.4","19.4","0.0%"
"14","Emmanuel Sanders (BUF)","3","5","54","18.0","35","0","2","0","0","0","0","1","18.9","18.9","1.3%"
"15","Michael Pittman Jr. (IND)","6","7","89","14.8","42","0","1","0","0","0","0","1","17.9","17.9","98.4%"
"16","DeAndre Hopkins (ARI)","6","9","87","14.5","30","0","1","0","0","0","0","1","17.7","17.7","91.3%"
"17","CeeDee Lamb (DAL)","4","6","84","21.0","49","0","1","1","4","0","0","1","16.8","16.8","99.8%"
"18","Justin Jefferson (MIN)","7","8","124","17.7","37","0","0","0","0","0","0","1","15.9","15.9","99.9%"
"19","Deebo Samuel (SF)","3","9","58","19.3","26","0","0","1","13","1","0","1","14.6","14.6","99.9%"
"20","Diontae Johnson (PIT)","2","2","72","36.0","50","0","1","0","0","0","0","1","14.2","14.2","97.8%"
"21","Chris Conley (HOU)","3","4","84","28.0","40","0","1","0","0","0","1","1","13.9","13.9","0.4%"
"22","Deonte Harris (NO)","1","1","72","72.0","72","0","1","0","0","0","0","1","13.7","13.7","1.7%"
"23","Amari Cooper (CLE)","3","6","60","20.0","24","0","1","0","0","0","0","1","13.5","13.5","95.7%"
"24","Cooper Kupp (LAR)","7","10","92","13.1","33","0","0","0","0","0","0","1","12.7","12.7","100.0%"
"25","Tim Patrick (DEN)","7","9","89","12.7","23","0","0","0","0","0","0","1","12.4","12.4","28.2%"
"26","Rondale Moore (ARI)","5","6","59","11.8","33","0","0","3","38","0","0","1","12.2","12.2","38.0%"
"27","Mecole Hardman (KC)","9","12","76","8.4","26","0","0","0","0","0","0","1","12.1","12.1","56.5%"
"28","Tyreek Hill (MIA)","7","13","63","9.0","17","0","0","1","15","0","0","1","11.3","11.3","99.9%"
"29","DeVonta Smith (PHI)","7","9","77","11.0","17","0","0","0","0","0","1","1","11.2","11.2","90.7%"
"30","Chris Godwin (TB)","7","11","70","10.0","18","0","0","0","0","0","0","1","10.5","10.5","94.2%"
"31","Keenan Allen (LAC)","6","9","75","12.5","37","0","0","0","0","0","0","1","10.5","10.5","99.7%"
"32","Rashard Higgins (CAR)","3","5","29","9.7","16","0","1","0","0","0","0","1","10.4","10.4","0.7%"
"33","Amon-Ra St. Brown (DET)","7","8","65","9.3","18","0","0","0","0","0","0","1","10.0","10.0","94.6%"
"34","Kendall Hinton (DEN)","2","3","25","12.5","23","0","1","0","0","0","0","1","9.5","9.5","0.1%"
"35","Donovan Peoples-Jones (CLE)","5","6","70","14.0","42","0","0","0","0","0","0","1","9.5","9.5","5.1%"
"36","DeAndre Carter (LAC)","4","8","62","15.5","26","0","0","1","11","0","0","1","9.3","9.3","0.6%"
"37","Adam Humphries (FA)","3","5","73","24.3","27","0","0","0","0","0","0","1","8.8","8.8","0.6%"
"38","Hunter Renfrow (LV)","6","8","56","9.3","17","0","0","0","0","0","0","1","8.6","8.6","92.1%"
"39","Preston Williams (MIA)","3","5","60","20.0","34","0","0","1","7","0","0","1","8.2","8.2","0.2%"
"40","Tyler Lockett (SEA)","5","10","57","11.4","25","0","0","0","0","0","0","1","8.2","8.2","91.6%"
"41","Jamal Agnew (JAC)","6","7","41","6.8","8","0","0","1","8","0","0","1","7.9","7.9","0.7%"
"42","Stefon Diggs (BUF)","2","5","69","34.5","61","0","0","0","0","0","0","1","7.9","7.9","99.9%"
"43","Tavon Austin (BUF)","5","5","54","10.8","22","0","0","0","0","0","0","1","7.9","7.9","0.1%"
"44","Tee Higgins (CIN)","5","7","32","6.4","10","0","0","0","0","0","0","1","7.7","7.7","98.9%"
"45","Jakobi Meyers (NE)","4","5","56","14.0","24","0","0","0","0","0","0","1","7.6","7.6","65.2%"
"46","Parris Campbell (IND)","4","6","56","14.0","23","0","0","0","0","0","0","1","7.6","7.6","4.3%"
"47","Christian Kirk (JAC)","5","5","39","7.8","9","0","0","1","11","0","0","1","7.5","7.5","78.1%"
"48","Tajae Sharpe (CHI)","4","5","53","13.3","17","0","0","0","0","0","0","1","7.3","7.3","0.1%"
"49","DeSean Jackson (FA)","1","3","68","68.0","68","0","0","0","0","0","0","1","7.3","7.3","2.6%"
"50","Marcus Johnson (SF)","3","5","52","17.3","22","0","0","0","0","0","0","1","6.7","6.7","0.0%"
"51","Terry McLaurin (WAS)","4","11","46","11.5","18","0","0","0","0","0","0","1","6.6","6.6","98.0%"
"52","Henry Ruggs III (FA)","3","3","51","17.0","29","0","0","0","0","0","0","1","6.6","6.6","10.9%"
"53","Devin Duvernay (BAL)","4","4","45","11.3","17","0","0","0","0","0","0","1","6.5","6.5","4.3%"
"54","Corey Davis (NYJ)","4","7","45","11.3","20","0","0","0","0","0","0","1","6.5","6.5","24.7%"
"55","Jamison Crowder (BUF)","4","6","24","6.0","13","0","0","0","0","0","0","1","6.4","6.4","21.1%"
"56","Zach Pascal (PHI)","3","5","48","16.0","31","0","0","0","0","0","0","1","6.3","6.3","0.8%"
"57","Laviska Shenault Jr. (JAC)","1","3","58","58.0","58","0","0","0","0","0","0","1","6.3","6.3","4.3%"
"58","DJ Moore (CAR)","5","7","42","8.4","14","0","0","1","-4","0","0","1","6.3","6.3","97.7%"
"59","Quez Watkins (PHI)","3","3","48","16.0","53","0","0","0","0","0","0","1","6.3","6.3","1.4%"
"60","Byron Pringle (CHI)","2","2","11","5.5","6","0","1","0","0","0","1","1","6.1","6.1","2.3%"
"61","Tyler Johnson (TB)","3","3","42","14.0","19","0","0","0","0","0","0","1","5.7","5.7","0.8%"
"62","Cedrick Wilson Jr. (MIA)","1","1","35","35.0","35","0","0","1","6","0","0","1","5.5","5.5","2.5%"
"63","Kendrick Bourne (NE)","3","3","26","8.7","15","0","0","1","12","0","0","1","5.3","5.3","7.5%"
"64","A.J. Brown (PHI)","3","6","38","12.7","22","0","0","0","0","0","0","1","5.3","5.3","99.7%"
"65","Quintez Cephus (DET)","3","3","38","12.7","21","0","0","0","0","0","0","1","5.3","5.3","0.7%"
"66","Allen Robinson II (LAR)","4","5","32","8.0","12","0","0","0","0","0","0","1","5.2","5.2","91.9%"
"67","Noah Brown (DAL)","3","4","36","12.0","22","0","0","0","0","0","0","1","5.1","5.1","0.2%"
"68","Darnell Mooney (CHI)","3","5","35","11.7","15","0","0","0","0","0","0","1","5.0","5.0","92.3%"
"69","Adam Thielen (MIN)","2","3","40","20.0","21","0","0","0","0","0","0","1","5.0","5.0","91.0%"
"70","Keelan Cole Sr. (LV)","2","3","38","19.0","23","0","0","0","0","0","0","1","4.8","4.8","0.6%"
"71","Nelson Agholor (NE)","3","4","32","10.7","20","0","0","0","0","0","0","1","4.7","4.7","2.0%"
"72","Sammy Watkins (GB)","2","3","35","17.5","28","0","0","0","0","0","0","1","4.5","4.5","7.6%"
"73","Jalen Guyton (LAC)","2","3","35","17.5","14","0","0","0","0","0","0","1","4.5","4.5","1.3%"
"74","Tyler Boyd (CIN)","4","5","24","6.0","9","0","0","0","0","0","0","1","4.4","4.4","52.0%"
"75","Denzel Mims (NYJ)","2","3","33","16.5","27","0","0","0","0","0","0","1","4.3","4.3","0.7%"
"76","Jaylen Waddle (MIA)","2","6","31","15.5","21","0","0","1","2","0","0","1","4.3","4.3","99.1%"
