"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","CeeDee Lamb (DAL)","9","11","149","16.6","35","0","2","1","2","0","0","1","31.6","31.6","99.8%"
"2","Cooper Kupp (LAR)","9","12","130","14.4","30","0","2","0","0","0","0","1","29.5","29.5","100.0%"
"3","Adam Thielen (MIN)","11","13","126","11.5","35","0","1","1","2","0","0","1","24.3","24.3","91.0%"
"4","Donovan Peoples-Jones (CLE)","4","5","101","25.3","57","0","2","0","0","0","0","1","24.1","24.1","5.1%"
"5","Jaylen Waddle (MIA)","10","13","70","7.0","14","0","2","0","0","0","0","1","24.0","24.0","99.1%"
"6","Antonio Brown (FA)","9","13","93","10.3","27","0","1","0","0","0","0","1","19.8","19.8","1.6%"
"7","Marvin Jones Jr. (JAC)","7","10","100","14.3","28","0","1","0","0","0","0","1","19.5","19.5","21.3%"
"8","Courtland Sutton (DEN)","8","14","94","11.8","18","0","1","0","0","0","0","1","19.4","19.4","93.7%"
"9","Stefon Diggs (BUF)","9","11","89","9.9","17","0","1","0","0","0","0","1","19.4","19.4","99.9%"
"10","DeAndre Hopkins (ARI)","3","4","55","18.3","33","0","2","0","0","0","0","1","19.0","19.0","91.3%"
"11","Cole Beasley (FA)","7","9","88","12.6","29","0","1","0","0","0","0","1","18.3","18.3","1.9%"
"12","Tyreek Hill (MIA)","9","12","76","8.4","19","0","1","0","0","0","0","1","18.1","18.1","99.9%"
"13","Henry Ruggs III (FA)","3","4","97","32.3","48","0","1","0","0","0","0","1","17.2","17.2","10.9%"
"14","K.J. Osborn (MIN)","6","7","78","13.0","27","0","1","0","0","0","0","1","16.8","16.8","7.3%"
"15","A.J. Green (ARI)","5","6","79","15.8","34","0","1","0","0","0","0","1","16.4","16.4","7.0%"
"16","Christian Kirk (JAC)","5","8","75","15.0","21","0","1","0","0","0","0","1","16.0","16.0","78.1%"
"17","Diontae Johnson (PIT)","9","13","71","7.9","23","0","0","1","25","0","0","1","14.1","14.1","97.8%"
"18","Kendrick Bourne (NE)","1","2","75","75.0","75","0","1","0","0","0","0","1","14.0","14.0","7.5%"
"19","Brandin Cooks (HOU)","9","13","89","9.9","20","0","0","0","0","0","0","1","13.4","13.4","94.1%"
"20","Darnell Mooney (CHI)","5","8","45","9.0","15","0","1","0","0","0","0","1","13.0","13.0","92.3%"
"21","Sterling Shepard (NYG)","10","14","76","7.6","14","0","0","0","0","0","0","1","12.6","12.6","5.0%"
"22","A.J. Brown (PHI)","7","9","91","13.0","22","0","0","0","0","0","0","1","12.6","12.6","99.7%"
"23","Demarcus Robinson (LV)","3","6","46","15.3","24","0","1","0","0","0","0","1","12.1","12.1","0.8%"
"24","Ja'Marr Chase (CIN)","4","6","97","24.3","53","0","0","0","0","0","0","1","11.7","11.7","99.9%"
"25","Tim Patrick (DEN)","3","6","42","14.0","23","0","1","0","0","0","0","1","11.7","11.7","28.2%"
