"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Deebo Samuel (SF)","5","5","97","19.4","40","0","1","5","36","1","0","1","27.8","27.8","99.9%"
"2","Stefon Diggs (BUF)","8","13","162","20.3","57","0","1","0","0","0","0","1","26.2","26.2","99.9%"
"3","CeeDee Lamb (DAL)","6","7","94","15.7","37","0","2","1","12","0","0","1","25.6","25.6","99.8%"
"4","Tyreek Hill (MIA)","7","10","83","11.9","32","0","2","1","2","0","0","1","24.0","24.0","99.9%"
"5","Kendrick Bourne (NE)","4","4","98","24.5","48","0","1","3","43","0","0","1","22.1","22.1","7.5%"
"6","DeVonta Smith (PHI)","4","6","66","16.5","36","0","2","0","0","0","0","1","20.6","20.6","90.7%"
"7","Justin Jefferson (MIN)","9","11","143","15.9","27","0","0","1","-4","0","0","1","18.4","18.4","99.9%"
"8","Cooper Kupp (LAR)","11","13","122","11.1","29","0","0","0","0","0","0","1","17.7","17.7","100.0%"
"9","Bryan Edwards (ATL)","3","4","88","29.3","37","0","1","0","0","0","0","1","16.3","16.3","2.7%"
"10","Hunter Renfrow (LV)","7","9","46","6.6","15","0","1","0","0","0","0","1","14.1","14.1","92.1%"
"11","Jamal Agnew (JAC)","0","5","0","0","0","0","0","3","79","1","0","1","13.9","13.9","0.7%"
"12","Keenan Allen (LAC)","8","11","98","12.3","26","0","0","0","0","0","0","1","13.8","13.8","99.7%"
"13","DeAndre Carter (LAC)","3","6","56","18.7","22","0","1","1","4","0","0","1","13.5","13.5","0.6%"
"14","Mike Evans (TB)","2","3","62","31.0","40","0","1","0","0","0","0","1","13.2","13.2","99.8%"
"15","Jakobi Meyers (NE)","4","4","49","12.3","26","0","1","0","0","0","0","1","12.9","12.9","65.2%"
"16","Albert Wilson (MIN)","4","5","87","21.8","64","0","0","2","19","0","0","1","12.6","12.6","0.0%"
"17","Byron Pringle (CHI)","4","5","46","11.5","22","0","1","0","0","0","0","1","12.6","12.6","2.3%"
"18","Marcus Johnson (SF)","5","6","100","20.0","50","0","0","0","0","0","0","1","12.5","12.5","0.0%"
"19","Tre'Quan Smith (NO)","4","7","44","11.0","21","0","1","0","0","0","0","1","12.4","12.4","1.3%"
"20","Gabriel Davis (BUF)","3","3","105","35.0","49","0","0","0","0","0","0","1","12.0","12.0","91.3%"
"21","Elijah Moore (NYJ)","3","6","44","14.7","25","0","1","0","0","0","0","1","11.9","11.9","90.1%"
"22","Robbie Anderson (CAR)","4","6","37","9.3","17","0","1","0","0","0","0","1","11.7","11.7","14.6%"
"23","Davante Adams (LV)","7","11","78","11.1","34","0","0","0","0","0","0","1","11.3","11.3","99.9%"
"24","Rashod Bateman (BAL)","6","8","80","13.3","30","0","0","0","0","0","0","1","11.0","11.0","90.0%"
"25","Ray-Ray McCloud (SF)","9","12","63","7.0","17","0","0","0","0","0","0","1","10.8","10.8","0.6%"
"26","Marquez Callaway (NO)","2","4","37","18.5","22","0","1","0","0","0","0","1","10.7","10.7","2.5%"
"27","Isaiah Ford (FA)","4","4","84","21.0","52","0","0","0","0","0","0","1","10.4","10.4","0.0%"
"28","Corey Davis (NYJ)","5","7","93","18.6","28","0","0","0","0","0","1","1","9.8","9.8","24.7%"
"29","Diontae Johnson (PIT)","7","13","83","11.9","36","0","0","0","0","0","1","1","9.8","9.8","97.8%"
"30","Michael Pittman Jr. (IND)","5","5","71","14.2","27","0","0","0","0","0","0","1","9.6","9.6","98.4%"
"31","Isaiah McKenzie (BUF)","1","3","12","12.0","12","0","0","2","17","1","0","1","9.4","9.4","2.4%"
"32","Christian Kirk (JAC)","7","8","58","8.3","20","0","0","0","0","0","0","1","9.3","9.3","78.1%"
"33","Chris Godwin (TB)","7","8","57","8.1","15","0","0","0","0","0","0","1","9.2","9.2","94.2%"
"34","Adam Thielen (MIN)","5","7","65","13.0","19","0","0","0","0","0","0","1","9.0","9.0","91.0%"
"35","Terry McLaurin (WAS)","6","8","59","9.8","21","0","0","0","0","0","0","1","8.9","8.9","98.0%"
"36","Deonte Harris (NO)","3","4","84","28.0","46","0","0","1","6","0","1","1","8.5","8.5","1.7%"
"37","James Washington (DAL)","2","6","15","7.5","9","0","1","0","0","0","0","1","8.5","8.5","3.2%"
"38","Jerry Jeudy (DEN)","6","9","48","8.0","15","0","0","1","3","0","0","1","8.1","8.1","93.8%"
"39","Jaylen Waddle (MIA)","4","6","61","15.3","35","0","0","0","0","0","0","1","8.1","8.1","99.1%"
"40","Amon-Ra St. Brown (DET)","4","6","61","15.3","30","0","0","0","0","0","0","1","8.1","8.1","94.6%"
"41","Amari Cooper (CLE)","4","4","51","12.8","22","0","0","0","0","0","0","1","7.1","7.1","95.7%"
"42","Van Jefferson (LAR)","3","7","54","18.0","33","0","0","0","0","0","0","1","6.9","6.9","21.1%"
"43","Marquise Brown (ARI)","6","13","37","6.2","11","0","0","0","0","0","0","1","6.7","6.7","94.2%"
"44","Devin Duvernay (BAL)","4","4","28","7.0","11","0","0","1","19","0","0","1","6.7","6.7","4.3%"
"45","Emmanuel Sanders (BUF)","2","2","27","13.5","16","0","0","1","24","0","0","1","6.1","6.1","1.3%"
"46","Michael Gallup (DAL)","3","5","42","14.0","23","0","0","0","0","0","0","1","5.7","5.7","62.4%"
"47","Quez Watkins (PHI)","4","6","33","8.3","18","0","0","0","0","0","0","1","5.3","5.3","1.4%"
"48","Mike Williams (LAC)","4","6","33","8.3","11","0","0","0","0","0","0","1","5.3","5.3","96.0%"
"49","Kalif Raymond (DET)","4","6","29","7.3","12","0","0","0","0","0","0","1","4.9","4.9","0.7%"
"50","Jarvis Landry (NO)","4","5","26","6.5","11","0","0","0","0","0","0","1","4.6","4.6","49.8%"
"51","Marquez Valdes-Scantling (KC)","1","2","41","41.0","41","0","0","0","0","0","0","1","4.6","4.6","56.8%"
"52","Marvin Jones Jr. (JAC)","2","6","35","17.5","23","0","0","0","0","0","0","1","4.5","4.5","21.3%"
"53","DJ Moore (CAR)","4","7","24","6.0","10","0","0","0","0","0","0","1","4.4","4.4","97.7%"
"54","DK Metcalf (SEA)","3","8","26","8.7","18","0","0","0","0","0","0","1","4.1","4.1","97.4%"
"55","Brandon Aiyuk (SF)","3","4","26","8.7","21","0","0","0","0","0","0","1","4.1","4.1","87.1%"
"56","Mecole Hardman (KC)","2","3","27","13.5","27","0","0","1","3","0","0","1","4.0","4.0","56.5%"
"57","Courtland Sutton (DEN)","2","3","29","14.5","26","0","0","0","0","0","0","1","3.9","3.9","93.7%"
"58","Demarcus Robinson (LV)","3","4","23","7.7","13","0","0","0","0","0","0","1","3.8","3.8","0.8%"
"59","Joshua Palmer (LAC)","3","4","22","7.3","13","0","0","0","0","0","0","1","3.7","3.7","7.8%"
"60","Laviska Shenault Jr. (JAC)","3","8","15","5.0","6","0","0","2","6","0","0","1","3.6","3.6","4.3%"
"61","Randall Cobb (GB)","3","4","21","7.0","8","0","0","0","0","0","0","1","3.6","3.6","4.4%"
"62","Jamison Crowder (BUF)","3","5","20","6.7","9","0","0","0","0","0","0","1","3.5","3.5","21.1%"
"63","Jaelon Darden (TB)","1","2","29","29.0","29","0","0","0","0","0","0","1","3.4","3.4","0.2%"
"64","Braxton Berrios (NYJ)","3","3","19","6.3","7","0","0","0","0","0","0","1","3.4","3.4","4.8%"
"65","Tyler Lockett (SEA)","2","8","23","11.5","16","0","0","0","0","0","0","1","3.3","3.3","91.6%"
"66","Olamide Zaccheaus (ATL)","2","7","22","11.0","13","0","0","0","0","0","0","1","3.2","3.2","0.8%"
"67","Tyler Johnson (TB)","3","5","17","5.7","8","0","0","0","0","0","0","1","3.2","3.2","0.8%"
"68","N'Keal Harry (NE)","1","1","26","26.0","26","0","0","0","0","0","0","1","3.1","3.1","0.7%"
"69","Nelson Agholor (NE)","2","4","21","10.5","11","0","0","0","0","0","0","1","3.1","3.1","2.0%"
"70","Tim Patrick (DEN)","3","6","14","4.7","7","0","0","0","0","0","0","1","2.9","2.9","28.2%"
"71","Odell Beckham Jr. (FA)","2","3","18","9.0","13","0","0","0","0","0","0","1","2.8","2.8","34.2%"
"72","Brandon Zylstra (CAR)","2","2","18","9.0","10","0","0","0","0","0","0","1","2.8","2.8","0.1%"
"73","A.J. Brown (PHI)","1","4","16","16.0","16","0","0","1","7","0","0","1","2.8","2.8","99.7%"
