"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Cooper Kupp (LAR)","10","13","156","15.6","59","0","2","0","0","0","0","1","32.6","32.6","100.0%"
"2","Ja'Marr Chase (CIN)","8","10","201","25.1","82","0","1","0","0","0","0","1","30.1","30.1","99.9%"
"3","Mike Evans (TB)","6","10","76","12.7","46","0","3","0","0","0","0","1","28.6","28.6","99.8%"
"4","A.J. Brown (PHI)","8","9","133","16.6","46","0","1","0","0","0","0","1","23.3","23.3","99.7%"
"5","Terry McLaurin (WAS)","7","12","122","17.4","40","0","1","0","0","0","0","1","21.7","21.7","98.0%"
"6","Chris Godwin (TB)","8","11","111","13.9","34","0","1","0","0","0","0","1","21.1","21.1","94.2%"
"7","Michael Pittman Jr. (IND)","4","4","105","26.3","57","0","1","0","0","0","0","1","18.5","18.5","98.4%"
"8","Deebo Samuel (SF)","7","11","100","14.3","29","0","1","0","0","0","1","1","17.5","17.5","99.9%"
"9","DK Metcalf (SEA)","2","5","96","48.0","84","0","1","0","0","0","0","1","16.6","16.6","97.4%"
"10","Davante Adams (LV)","6","7","76","12.7","26","0","1","0","0","0","0","1","16.6","16.6","99.9%"
"11","Marquise Brown (ARI)","5","14","80","16.0","39","0","1","0","0","0","0","1","16.5","16.5","94.2%"
"12","DeAndre Hopkins (ARI)","7","9","53","7.6","15","0","1","0","0","0","0","1","14.8","14.8","91.3%"
"13","Russell Gage (TB)","4","6","67","16.8","49","0","1","0","0","0","0","1","14.7","14.7","83.9%"
"14","Kalif Raymond (DET)","6","8","115","19.2","37","0","0","1","1","0","0","1","14.6","14.6","0.7%"
"15","Allen Lazard (GB)","5","6","60","12.0","19","0","1","0","0","0","0","1","14.5","14.5","82.5%"
"16","Kendrick Bourne (NE)","4","4","68","17.0","46","0","0","0","0","0","0","1","13.8","13.8","7.5%"
"17","Dante Pettis (CHI)","5","5","39","7.8","27","0","1","0","0","0","0","1","13.0","13.0","0.1%"
"18","Christian Kirk (JAC)","4","5","50","12.5","19","0","1","0","0","0","0","1","13.0","13.0","78.1%"
"19","Corey Davis (NYJ)","4","6","47","11.8","22","0","1","0","0","0","0","1","12.7","12.7","24.7%"
"20","Van Jefferson (LAR)","4","7","43","10.8","22","0","1","0","0","0","0","1","12.3","12.3","21.1%"
"21","Nelson Agholor (NE)","2","5","51","25.5","26","0","1","0","0","0","0","1","12.1","12.1","2.0%"
"22","Robert Woods (TEN)","6","6","70","11.7","22","0","0","0","0","0","0","1","12.0","12.0","79.4%"
"23","Jaylen Waddle (MIA)","7","8","83","11.9","19","0","0","0","0","0","0","1","11.8","11.8","99.1%"
"24","Bryan Edwards (ATL)","3","4","43","14.3","24","0","1","0","0","0","0","1","11.8","11.8","2.7%"
"25","Calvin Ridley (ATL)","4","10","26","6.5","11","0","1","0","0","0","0","1","10.6","10.6","3.5%"
"26","DJ Moore (CAR)","6","10","73","12.2","21","0","0","0","0","0","0","1","10.3","10.3","97.7%"
"27","Byron Pringle (CHI)","5","6","73","14.6","25","0","0","0","0","0","0","1","9.8","9.8","2.3%"
"28","Elijah Moore (NYJ)","1","6","13","13.0","13","0","0","1","19","1","0","1","9.7","9.7","90.1%"
"29","Tee Higgins (CIN)","7","15","62","8.9","11","0","0","0","0","0","0","1","9.7","9.7","98.9%"
"30","Tyreek Hill (MIA)","6","9","49","8.2","17","0","0","1","18","0","0","1","9.7","9.7","99.9%"
