"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Danny Amendola (FA)","7","9","113","16.1","37","0","2","0","0","0","0","1","28.8","28.8","0.1%"
"2","Deebo Samuel (SF)","4","6","95","23.8","43","0","0","8","45","1","0","1","27.0","27.0","99.9%"
"3","Cedrick Wilson Jr. (MIA)","5","6","119","23.8","37","0","2","0","0","0","0","1","26.4","26.4","2.5%"
"4","Tyler Lockett (SEA)","5","5","98","19.6","43","0","2","1","2","0","0","1","24.5","24.5","91.6%"
"5","Jauan Jennings (SF)","6","7","94","15.7","34","0","2","0","0","0","0","1","24.4","24.4","1.0%"
"6","Mike Evans (TB)","6","7","89","14.8","37","0","2","0","0","0","0","1","23.9","23.9","99.8%"
"7","Cooper Kupp (LAR)","7","7","118","16.9","46","0","1","1","18","0","0","1","23.1","23.1","100.0%"
"8","Russell Gage (TB)","9","13","126","14.0","26","0","1","0","0","0","0","1","23.1","23.1","83.9%"
"9","Mike Williams (LAC)","9","17","119","13.2","47","0","1","0","0","0","0","1","22.4","22.4","96.0%"
"10","Amon-Ra St. Brown (DET)","8","10","109","13.6","28","0","1","1","12","0","0","1","22.1","22.1","94.6%"
"11","Allen Lazard (GB)","5","6","75","15.0","29","0","2","0","0","0","0","1","22.0","22.0","82.5%"
"12","Justin Jefferson (MIN)","5","7","107","21.4","45","0","1","1","4","0","0","1","19.6","19.6","99.9%"
"13","Kalif Raymond (DET)","4","5","101","25.3","75","0","1","1","13","0","0","1","19.4","19.4","0.7%"
"14","Darnell Mooney (CHI)","12","16","126","10.5","19","0","0","0","0","0","0","1","18.6","18.6","92.3%"
"15","Stefon Diggs (BUF)","9","14","81","9.0","17","0","1","0","0","0","0","1","18.6","18.6","99.9%"
"16","Marvin Jones Jr. (JAC)","7","8","88","12.6","29","0","1","0","0","0","0","1","18.3","18.3","21.3%"
"17","Ihmir Smith-Marsette (MIN)","3","3","103","34.3","44","0","1","0","0","0","0","1","17.8","17.8","0.2%"
"18","Michael Pittman Jr. (IND)","6","7","64","10.7","21","0","1","0","0","0","0","1","17.4","17.4","98.4%"
"19","Quez Watkins (PHI)","5","7","84","16.8","36","0","1","0","0","0","0","1","16.9","16.9","1.4%"
"20","Jarvis Landry (NO)","6","8","75","12.5","26","0","1","0","0","0","0","1","16.5","16.5","49.8%"
"21","Tre'Quan Smith (NO)","5","7","76","15.2","34","0","1","0","0","0","0","1","16.1","16.1","1.3%"
"22","Nick Westbrook-Ikhine (TEN)","4","5","78","19.5","36","0","1","0","0","0","0","1","15.8","15.8","2.2%"
"23","Chase Claypool (PIT)","5","7","37","7.4","10","0","1","3","33","0","0","1","15.5","15.5","84.5%"
